,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
2935983,UNKNOWN,en,as you grow older you discover how drinking water is overrated smh,0,2016-08-25 11:49:17,NEGATIVE,2326,736,"Zürich, Switzerland",0,,grow older discov drink water overr smh
3580573,MALE,en,my life does not bother you that i subice daily sadtime,1,2016-01-30 20:24:11,NEUTRAL,836,1967,Suisse,0,['sadtime'],life bother subic daili sadtim
1028293,UNKNOWN,en,im really excited to wear viral again and be a commander chuechuechue but damn this costume is a pain in the ass orz,0,2016-03-10 13:42:11,NEGATIVE,319,135,Schweiz,0,,im realli excit wear viral command chuechuechu damn costum pain ass orz
3781601,UNKNOWN,en,i actually feel bad for people with a gf because they will have to talk with her instead of playing persona 5,0,2016-10-31 16:06:28,NEGATIVE,6044,555,Switzerland,0,,actual feel bad peopl gf talk instead play persona 5
3330373,UNKNOWN,en,let it go paint my body gold ,0,2016-07-28 03:15:52,NEUTRAL,1302,623,"pmore, 5h, t100, OW",0,,let go paint bodi gold
1424545,UNKNOWN,en,a wealth of information creates a poverty of attention  herbert a simon quote,0,2016-05-13 19:15:23,NEGATIVE,613,704,Suisse,0,['quote'],wealth inform creat poverti attent herbert simon quot
1584913,MALE,en,im glad others share my pain sponsorships matter  its time the bigwigs at sky realised this and apologised for the confusion,0,2016-08-14 12:30:33,NEGATIVE,340,495,"Cunter, Svizra",0,,im glad other share pain sponsorship matter time bigwig sky realis apologis confus
2933662,UNKNOWN,en,detail of the painted streetstrawlamp in our latest painting exhausting machine realized in vancouver ca for  ,0,2016-08-25 18:41:50,NEUTRAL,1088,953,"Lugano, Switzerland",0,,detail paint streetstrawlamp latest paint exhaust machin realiz vancouv ca
2335761,UNKNOWN,en,why do we feel sleepy after crying maybe its gods way of saying you should rest my child i know youre hurt and tired,1,2016-09-20 16:42:53,NEGATIVE,115,109,Court,0,,feel sleepi cri mayb god way say rest child know your hurt tire
1574679,UNKNOWN,en,  i hate u for ignoring me,1,2016-08-14 17:36:44,NEGATIVE,310,297,Switzerland but I'd say usa,0,,hate u ignor
2466805,MALE,en,sad thing about the liniker ruckus is that the racist asshat tweets are getting more favourites than the level headed ones,0,2016-10-21 12:18:26,NEGATIVE,262,307,Switzerland,0,,sad thing linik ruckus racist asshat tweet get favourit level head one
1162166,FEMALE,en,        unofficial stats though sadly p,0,2016-04-11 01:33:18,NEGATIVE,230,131,Switzerland,0,,unoffici stat though sad p
1944632,UNKNOWN,en,ronalds kenins is back where he belongs,0,2016-08-17 09:31:56,NEUTRAL,464,937,"Zurich, Switzerland",0,,ronald kenin back belong
211357,UNKNOWN,en,tackling inequality vital to ending extreme poverty by 2030,0,2016-10-02 20:38:53,NEGATIVE,154,398,Switzerland,0,,tackl inequ vital end extrem poverti 2030
3563597,UNKNOWN,en,ugh bi essadahmus si d instrumentals drbi whoop whoop,0,2016-10-29 14:53:04,NEGATIVE,957,785,"Bern 72, Switzerland",0,,ugh bi essadahmus si instrument drbi whoop whoop
2124846,FEMALE,en,i dont get why luke gets so much hate for being with arzaylea hes a grown man and he can do whatever makes him happy,0,2016-03-19 11:40:50,NEUTRAL,2267,1911,Switzerland,0,,dont get luke get much hate arzaylea hes grown man whatev make happi
3326466,UNKNOWN,en,now browserhax is available on 110 system hopefully were gonna have a downgrade on it soon,0,2016-07-28 21:43:50,NEUTRAL,6044,555,Switzerland,0,,browserhax avail 110 system hope gonna downgrad soon
3462209,UNKNOWN,en,rebeltaxi hates 90s kids rant primetimedcnation,0,2016-04-29 11:08:58,NEGATIVE,97,347,Suisse,0,['PrimeTimeDCNation'],rebeltaxi hate 90s kid rant primetimedcn
1818638,UNKNOWN,en,  write a song for your loveproblem dont delete your instaccount write a song  make shut up all your haters go biebs,0,2016-08-16 13:12:16,NEGATIVE,1567,1605,Swiss,0,,write song loveproblem dont delet instaccount write song make shut hater go bieb
2850686,MALE,en,  depression for a long time and letting in the light could help tremendously i hate seeing your pain  hope you feel better,1,2016-10-24 15:35:26,NEGATIVE,70,238,"Bazel, Belgium",0,,depress long time let light could help tremend hate see pain hope feel better
2726718,UNKNOWN,en,  wish you a speedy recovery onwardsandupwards whodareswins,0,2016-01-24 16:51:03,NEUTRAL,72,396,Switzerland,0,"['onwardsandupwards', 'whodareswins']",wish speedi recoveri onwardsandupward whodareswin
2419633,UNKNOWN,en,  ikr i hate this world,1,2016-08-21 18:52:13,NEGATIVE,6044,555,Switzerland,0,,ikr hate world
860516,FEMALE,en,someone is coming out to their parents on difficult people andt heyre wearing a fun home sweatshirt i hate this,0,2016-09-08 23:24:40,NEGATIVE,1084,470,egg,0,,someon come parent difficult peopl andt heyr wear fun home sweatshirt hate
3503411,FEMALE,en,  it feels a little like a cop out but being told i hate my country just isnt fun,0,2016-08-29 19:31:15,NEGATIVE,116,297,NW,0,,feel littl like cop told hate countri isnt fun
1599016,UNKNOWN,en,im turning this off bluejays,0,2016-09-14 18:31:49,NEUTRAL,46,646,Zürich,0,['BlueJays'],im turn bluejay
1930041,FEMALE,en,  thinking seriously about becoming vegan since a few days i have already download your vegan guide on your website its gonna help,0,2016-08-17 16:59:50,NEUTRAL,243,138,Suisse,0,,think serious becom vegan sinc day alreadi download vegan guid websit gonna help
1283033,UNKNOWN,en,gisella borioli from    alessandro mendini visiting our booth mdw16 fuorisalone2016,0,2016-04-12 08:14:49,NEUTRAL,892,690,Geneva,0,"['Fuorisalone2016', 'MDW16']",gisella borioli alessandro mendini visit booth mdw16 fuorisalone2016
1381566,UNKNOWN,en,  why would you even tell someone a hopeless story,1,2016-10-12 08:34:17,NEGATIVE,287,278,"Geneve, Zwitserland.",0,,would even tell someon hopeless stori
3295728,FEMALE,en,sadness abound,1,2016-02-28 00:13:07,NEUTRAL,170,26,Switzerland,0,,sad abound
760563,UNKNOWN,en,attackerwho attacked about 10 times after midnight in downtown seattleno phoneno payphoneno one to help me,0,2016-10-07 07:14:29,NEUTRAL,182,669,NW,0,,attackerwho attack 10 time midnight downtown seattleno phoneno payphoneno one help
309933,UNKNOWN,en,pl stresses the need to create society where disabled persons can fully exercise their rights and pursue their plans,0,2016-10-03 10:08:33,NEGATIVE,1815,265,Geneva,0,,pl stress need creat societi disabl person fulli exercis right pursu plan
3569047,FEMALE,en,assad the baath stalinist dictator out of syria and isis was not formed by rebels but against rebels in syria croatia can f off,0,2016-10-29 11:30:30,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,assad baath stalinist dictat syria isi form rebel rebel syria croatia f
3219527,UNKNOWN,en,now playing i hate u by prince,1,2016-09-27 10:54:34,NEGATIVE,1012,192,"Zofingen, Switzerland",0,,play hate u princ
471724,MALE,en,angels basically are lazy and demons overrated ,0,2016-06-05 15:16:41,NEGATIVE,2007,2027,Basel,0,,angel basic lazi demon overr
1545769,UNKNOWN,en,1 belgium 2 latvia 3 spain 26 france 27 russia,0,2016-05-14 21:30:56,NEUTRAL,15,139,Suisse/Switzerland,0,,1 belgium 2 latvia 3 spain 26 franc 27 russia
318663,MALE,en,many experts are concerned about the overheated realestate market in china expecting the largest bubble ever,0,2016-10-03 07:27:08,NEGATIVE,9,0,Switzerland,0,"['China', 'realestate']",mani expert concern overh realest market china expect largest bubbl ever
66357,UNKNOWN,en,  aaaaaaah thats so hard its good to be honest but the thought of hurting someones feelings especially dads _,1,2016-08-01 07:00:20,NEUTRAL,104,85,United States,0,,aaaaaaah that hard good honest thought hurt someon feel especi dad _
3144881,UNKNOWN,en,cant wait to see more of the nintendo nx they wont show anything about the console at e3 sadly,0,2016-04-27 16:11:47,NEGATIVE,505,760,Interlaken,0,,cant wait see nintendo nx wont show anyth consol e3 sad
1442438,FEMALE,en,poverty is the worst form of violence  gandhi quote wednesdaywisdom ,0,2016-07-13 04:04:26,NEGATIVE,2430,2558,Switzerland,0,"['quote', 'wednesdaywisdom']",poverti worst form violenc gandhi quot wednesdaywisdom
3136526,UNKNOWN,en,    blue and white,0,2016-02-27 18:16:56,NEUTRAL,149,120,Switzerland,0,,blue white
1419336,MALE,en,installed the whatsapp macos app so sad to see itjust like the worst app i currently have to use slackbe a terrible web app in disguise,0,2016-05-13 19:01:19,NEGATIVE,293,277,"Bougy-Villars, Switzerland",0,,instal whatsapp maco app sad see itjust like worst app current use slackb terribl web app disguis
2177248,FEMALE,en,all your ideas about ypg and their bloody terror on arabs in syria and as i told you assad is the one who oppressed kurds in syria 22,0,2016-08-19 16:51:42,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,idea ypg bloodi terror arab syria told assad one oppress kurd syria 22
2395296,MALE,en,latina vs white friends reaction to a cheating boyfriend w mikaela hoover   vine by  ,0,2016-06-21 21:17:39,NEGATIVE,1096,1991,Swiss,0,,latina vs white friend reaction cheat boyfriend w mikaela hoover vine
3740269,MALE,en,  gee you are coopting trumps policies on that pity your solution is more government control not less,0,2016-07-31 15:49:55,NEGATIVE,90,87,Switzerland,0,,gee coopt trump polici piti solut govern control less
712776,UNKNOWN,en,  its valid for what day you like  are you hurt or working there,0,2016-08-07 06:59:50,NEUTRAL,102,72,Switzerland,0,,valid day like hurt work
884424,MALE,en,  unfortunate that    other uk media coverage ignores global evidence on education mobility  sustainability,0,2016-10-08 15:50:49,NEUTRAL,1784,1070,"Geneva, Switzerland",0,,unfortun uk media coverag ignor global evid educ mobil sustain
3399843,UNKNOWN,en,next week park city ut  nov 4 at downstairs,0,2016-10-28 21:00:48,NEUTRAL,3530,117,Switzerland,0,,next week park citi ut nov 4 downstair
913273,UNKNOWN,en,ok you are all going to hate me but i think j deserve it  ,1,2016-04-09 18:44:36,NEGATIVE,131,261,Geneve,0,,ok go hate think j deserv
2461915,UNKNOWN,en,in azerbaijan the law guarantees fundamental rights for detainees says the government at the hrctte118,0,2016-10-21 08:11:09,NEUTRAL,2722,241,Geneva,0,"['Azerbaijan', 'HRCtte118']",azerbaijan law guarante fundament right detaine say govern hrctte118
67458,UNKNOWN,en,now playing why does my heart feel so bad by moby,1,2016-08-01 19:24:36,NEGATIVE,1012,192,"Zofingen, Switzerland",0,,play heart feel bad mobi
1642280,UNKNOWN,en,to all guiltyremnants  smoke a to proclaim your faith because departureday  theleftovers october14th,0,2016-10-14 23:12:03,NEUTRAL,397,805,"Bern, Switzerland",0,"['DepartureDay', 'GuiltyRemnants', 'October14th', 'TheLeftovers']",guiltyremn smoke proclaim faith departureday theleftov october14th
1808508,FEMALE,en,lets capacitate faith leaders 2 adequately address these issues and dialogue with young women  girls   ms millar speaking of the sad reality of faith leaders looking away when people living with hiv still face stigma faithaids2016,1,2016-07-16 09:22:53,NEGATIVE,-1,0,,0,,let capacit faith leader 2 adequ address issu dialogu young women girl ms millar speak sad realiti faith leader look away peopl live hiv still face stigma faithaids2016
938731,UNKNOWN,en,  im afraid i am not as proficient as mr   on the guitar though not sure if i even could help haha,0,2016-06-09 13:51:11,NEUTRAL,161,656,Switzerland,0,,im afraid profici mr guitar though sure even could help haha
2824133,UNKNOWN,en,i fuckin hate when somebody puts the pitcher back in the fridge with this much gotdamn liquid left,0,2016-09-24 15:13:06,NEGATIVE,305,277,"Basel-City, Switzerland",0,,fuckin hate somebodi put pitcher back fridg much gotdamn liquid left
453877,UNKNOWN,en,  i dont want because i belong to you your toy cant think just serve the mistress,0,2016-03-05 10:58:14,NEGATIVE,343,225,Switzerland,0,,dont want belong toy cant think serv mistress
2150758,UNKNOWN,en,  hahahahah i hate you but seriously come now,1,2016-06-19 19:43:28,NEGATIVE,534,396,Switzerland,0,,hahahahah hate serious come
1954375,FEMALE,en,  i was thinking of taking you with me but we dont have enough seats in the carim sad,0,2016-09-17 10:41:58,NEUTRAL,752,270,Switzerland,0,,think take dont enough seat carim sad
288628,FEMALE,en,if you came to switzerland and destroyed one only 1 village all swiss would war even the old or passive not assad he burned them syria,0,2016-08-03 14:56:50,NEGATIVE,3758,3188,"Zürich, Switzerland",0,['Syria'],came switzerland destroy one 1 villag swiss would war even old passiv assad burn syria
2602942,MALE,en,daughter left crying while watching et 1982 shes already seen it once but it still hurts when et dies,1,2016-10-22 18:17:11,NEGATIVE,1626,501,"Geneva, Switzerland",0,,daughter left cri watch et 1982 shes alreadi seen still hurt et die
3614135,UNKNOWN,en,  overrated and battery is __,0,2016-06-30 05:36:53,NEGATIVE,708,401,Switzerland,0,,overr batteri __
2946316,FEMALE,en,it is our time we belong up there it will come from everyone if you  president kagame rwandaday rwandaculturalday heritageofdignity,0,2016-09-25 03:11:51,NEUTRAL,2277,400,Geneva,0,"['HeritageofDignity', 'Kagame', 'RwandaDay', 'rwandaculturalday']",time belong come everyon presid kagam rwandaday rwandaculturalday heritageofdign
543140,UNKNOWN,en,really hard to get back into work after nearly 3 weeks away needmygrooveback talesofatiredmom,1,2016-01-06 15:28:57,NEUTRAL,228,455,Geneva,0,"['NeedMyGrooveBack', 'TalesOfATiredMom']",realli hard get back work near 3 week away needmygrooveback talesofatiredmom
534187,UNKNOWN,en,  do you know the input costs of range rover no do you know where they sell range to no,0,2016-10-05 22:49:55,NEUTRAL,285,193,Zürich - Bedford - London,0,,know input cost rang rover know sell rang
2331960,FEMALE,en,current weather in geneva overcast clouds 16c 60 humidity wind 1kmh pressure 1014mb,0,2016-09-20 17:41:21,NEUTRAL,45,1,"Geneva, Switzerland",0,,current weather geneva overcast cloud 16c 60 humid wind 1kmh pressur 1014mb
3736859,MALE,en,early start at oecdwk with mindfulness meditation at the discoverylab talk together ,0,2016-05-31 06:15:49,NEUTRAL,3164,2449,Switzerland,0,['oecdwk'],earli start oecdwk mind medit discoverylab talk togeth
1261834,FEMALE,en,  because you love it with all the pain and the bruises that come with it,0,2016-01-12 06:35:22,NEUTRAL,914,590,Switzerland,0,,love pain bruis come
1274340,UNKNOWN,en,    this from the candidate who quotes white hate groups and took a week to disavow the kkk stenogramedia promoted trump,0,2016-03-12 02:25:34,NEGATIVE,31,344,CH,0,['StenograMedia'],candid quot white hate group took week disavow kkk stenogramedia promot trump
3652027,UNKNOWN,en,    i hate you,1,2016-09-30 18:17:26,NEGATIVE,6044,555,Switzerland,0,,hate
1203732,UNKNOWN,en,blue dress 22,0,2016-08-11 14:50:17,NEUTRAL,203,410,"Vully, Switzerland",0,,blue dress 22
1323197,MALE,en,exact figure for italian q2 gdp growth is 001 no breakdown available with the flash estimate,0,2016-08-12 08:11:56,NEUTRAL,13200,1388,Switzerland,0,,exact figur italian q2 gdp growth 001 breakdown avail flash estim
489182,UNKNOWN,en,sooooo suicidesquad is on 27 now,0,2016-08-05 06:37:11,NEUTRAL,348,755,"Zurich, Suisse",0,['SuicideSquad'],sooooo suicidesquad 27
1918201,FEMALE,en,this fragmentation was imposed on africa now working to reverse this process w violating the principle of sovereignty min  ,0,2016-07-17 11:25:56,NEUTRAL,2277,400,Geneva,0,['Africa'],fragment impos africa work revers process w violat principl sovereignti min
870664,UNKNOWN,en,  its actually sad,1,2016-09-08 21:03:11,NEGATIVE,1020,299,NW,0,,actual sad
1018416,MALE,en,dont call the 750 bump a discovery yet,0,2016-02-10 21:43:24,NEUTRAL,231,268,Geneva,0,,dont call 750 bump discoveri yet
1745173,UNKNOWN,en,because you are running with the twitter archive of a depressed man how can i be so fucking sad,1,2016-10-15 04:52:24,NEGATIVE,6044,555,Switzerland,0,,run twitter archiv depress man fuck sad
424369,MALE,en,why leadership training fails 36 topdown or laissezfaire style by the leader prevents honest conversation about problems,0,2016-10-04 14:29:17,NEUTRAL,1856,696,"Zürich, Switzerland",0,,leadership train fail 36 topdown laissezfair style leader prevent honest convers problem
2158448,FEMALE,en,  im afraid its only pr the plagiarism being part of trumps strategy which democrat can say now that melanias speech was bad,0,2016-07-19 18:09:34,NEGATIVE,1747,796,"Zurich, Switzerland",0,,im afraid pr plagiar part trump strategi democrat say melania speech bad
704809,MALE,en,  right but depending on the stress tests results do you see a window for government action,0,2016-07-07 14:22:51,NEUTRAL,12600,1362,Switzerland,0,,right depend stress test result see window govern action
